protein	taxon	H1	H2	H3	L1	L2	L3
Q9NXF1-2;Q9NXF1;E7ERG2	Homo sapiens	23.5354025881087	23.293757887276	23.1792834594102	24.335654223297	23.0561117689783	24.0461021776192
P09152	Escherichia coli (strain K12)	26.246228845906	26.7648381901326	27.2478048393395	24.7215585879923	25.2190408644432	24.756132781414
P21151	Escherichia coli (strain K12)	24.282348670059	25.1854066017332	24.2479315686078	20.8243869971192	21.4100227227402	22.4225237093464
Q13057;Q13057-2	Homo sapiens	22.7655111137299	25.0029451184712	23.2799426445153	22.1433284023363	21.4419735514506	23.4730834087849
P0ACE0	Escherichia coli (strain K12)	24.2415450616947	24.8625423948871	22.702608983761	20.7919354994623	20.6691688096964	21.6447804723653
P0AEB7	Escherichia coli (strain K12)	27.0725516742026	27.0033526867141	25.5296359617448	24.6893385800208	25.1247883565867	24.9279121178507
F8WF90;C9JQU6;F8WF33;B4DWQ6;O75915	Homo sapiens	23.4997223127314	23.5519203761426	23.6220974107256	22.6252896844063	23.5340967130597	22.5959603850482
P0AGJ5	Escherichia coli (strain K12)	26.3131807336031	26.4720453704583	25.3364376395417	22.8214898424532	24.2062029718418	24.0457689916961
P75830	Escherichia coli (strain K12)	20.5526240726239	22.1568126456765	21.2093153266793	18.7550244702883	19.9429210765541	19.416232627509
P68187	Escherichia coli (strain K12)	23.7938215702423	24.128332966862	23.7253604326192	21.6215833080462	21.6153997437255	20.6527224563325
P82930;C9JJ19	Homo sapiens	24.4744456686783	24.4290532006434	23.5257587891858	21.0630922057306	22.5861415904398	22.4544780287871
P21333-2;P21333;Q5HY54;A6NDY9	Homo sapiens	23.7154442463539	25.1200090582993	25.3940135828672	24.5006950527874	24.3888345207434	24.190765717839
P0AE08	Escherichia coli (strain K12)	27.8365342880082	28.0780099615463	26.1721881986359	25.7645851301353	26.323525273251	25.4824076842355
P0AEP3	Escherichia coli (strain K12)	23.1369610823139	23.3967594572502	20.1360849390269	20.1709666108907	19.4594596359026	19.6296981267781
P08506	Escherichia coli (strain K12)	24.6796003648966	25.4933834650073	25.9751974202006	23.1010446624755	23.6655736030442	23.3853495101762
P26616	Escherichia coli (strain K12)	26.2942313188515	26.6353337481176	25.5672359087978	24.2404536267359	24.68126372338	24.6724421759398
Q14126	Homo sapiens	22.2817263188092	21.6185844527745	20.9626108126827	20.4182314625768	21.007238104557	20.6791707995991
P78067	Escherichia coli (strain K12)	23.7727366128728	24.4386020267541	23.8330630243718	20.1864044521099	20.985444505327	21.4027560297112
Q9Y4W2-2;Q9Y4W2;Q9Y4W2-3	Homo sapiens	22.3542859758156	22.1433906881449	20.7877973675432	21.2617827465735	18.948749347315	20.6774512582264
P0AE14	Escherichia coli (strain K12)	22.9449414954027	22.713914224666	21.9023118091048	19.9165442878426	19.161058053224	19.6692034187341
P0ABU2	Escherichia coli (strain K12)	26.4526193062251	26.5939165081388	26.4144168523926	23.4302024024006	23.9622577733953	24.0778164690883
O43252	Homo sapiens	19.8686567944438	23.0701373267312	23.5440390268718	23.001219185663	22.6620998435549	21.1768816779914
P21165	Escherichia coli (strain K12)	27.4019427397404	28.3291148619422	27.621217177613	22.7483320928225	23.8507179326118	24.6191332168133
Q9UJX2;Q9UJX2-3	Homo sapiens	24.2123764501039	24.320171426936	24.8902720711306	24.5136427907205	24.4297555993759	24.5720738180076
P51659;E7ER27	Homo sapiens	20.6984605077354	22.6762463586412	22.426291375771	22.8337386467481	22.7565807537948	22.1929489392845
P05793	Escherichia coli (strain K12)	25.363859907572	25.7902458698596	24.1128301736078	21.2539005622799	23.4744456686783	22.8852621758014
H0YCT3;F5H8H4;Q7Z3K3-5;E9PM80;Q7Z3K3-2;Q7Z3K3-3;B7ZBY5;Q7Z3K3	Homo sapiens	21.6250220726376	21.0245878024577	21.5553418074356	21.6111725241604	19.627419886998	21.2080056797605
Q13057;Q13057-2	Homo sapiens	25.0625406113668	25.6114990008918	25.3604479350532	24.945789942561	25.1358266881504	25.2276221124001
P0A887	Escherichia coli (strain K12)	27.3733508088248	27.194696897559	26.6426504316309	25.3364376395417	25.4813917342912	25.428733815408
P64534	Escherichia coli (strain K12)	26.3212386236981	25.676563818218	24.8808700376524	23.9700047509803	24.4494741228541	24.25609118092
P0A8V2	Escherichia coli (strain K12)	26.3581017074408	25.7944910285575	26.7721576873211	23.8426848757024	24.2242030972609	23.8705129757099
P00490	Escherichia coli (strain K12)	27.2365358570001	26.8978144425491	26.776054657082	20.2166748203854	22.6330067307646	24.5809540985057
Q16740	Homo sapiens	24.6969441861349	24.2053828139112	25.299184257287	24.1797997760729	25.0071439844076	22.6499630770261
P42166	Homo sapiens	26.6272840579341	26.8206770112483	25.5052460493087	25.5459839558323	26.1124523928387	25.7081463575208
P00956	Escherichia coli (strain K12)	21.8399203556958	24.3247788127123	23.806660534721	20.6974427334139	21.2588535321553	21.5863248770896
P0AG67	Escherichia coli (strain K12)	27.8401413280759	28.5485951692888	29.0012868450425	26.5247579808446	26.8972374337661	27.1064942518249
P15977	Escherichia coli (strain K12)	25.1734850032544	24.5282652300114	25.4033413147321	20.9018332483387	22.9985876753304	22.8333912233293
Q8WUB8-3;Q8WUB8-2;Q8WUB8	Homo sapiens	24.1917448118982	24.7814177486846	22.7555216857292	23.4543776184975	24.132653474692	23.4668750549366
P0A901	Escherichia coli (strain K12)	24.6488885581397	24.0945841755075	24.8681122884311	18.8019924751824	21.2407447568027	23.1456622817764
P0A7W1	Escherichia coli (strain K12)	30.2421813509837	30.4710182170506	30.6157912026071	28.0422345697941	28.5478233306395	28.8454453048512
Q9Y6A4	Homo sapiens	20.2653357609824	22.2399003177037	21.2333317867903	22.8672923155953	23.3098027245434	22.5167955398938
P00582	Escherichia coli (strain K12)	25.596478011153	25.7316919221507	24.9037557320605	18.162460173	19.3065913139814	21.0350997792022
Q9BQE3;F5H5D3;E9PGK3	Homo sapiens	22.0772134208736	23.5742701411574	23.4258561620597	22.8938954796982	24.5129800781851	25.4297236795785
P0AGJ5	Escherichia coli (strain K12)	22.3527245299864	24.1982052118382	22.9824359005291	20.5236308671117	21.3860603465475	19.3641432066178
Q3SXM5-2;Q3SXM5	Homo sapiens	23.7448880242464	23.9545577171693	22.0728051508499	24.4950928195211	24.5094807325262	22.9340910790929
P23893	Escherichia coli (strain K12)	25.9020771501033	25.5888084055168	25.2031062979504	19.7771108072496	20.6407709641202	21.9384410431402
P51398-2;E7EM60;P51398	Homo sapiens	21.9477082719794	22.6239064889683	22.1848015078622	22.6937260052101	23.3100801925779	22.38054878725
P13639;B4DPU3	Homo sapiens	26.7720318031937	26.1886169144177	27.2493429421283	25.248981183089	26.5944861241923	27.1929113255123
Q9H0H0	Homo sapiens	21.5002330830389	20.8652167393797	22.0970625082005	22.0624994391506	19.7598426822823	20.9703558998297
P0ACP7	Escherichia coli (strain K12)	23.6097531805844	23.9359800712173	22.4731329680518	20.0904225988408	20.9083720958137	20.5434963365395
Q9P253	Homo sapiens	22.04413526746	22.0158709952387	18.7990855348493	22.0152925357172	21.6777523259541	21.0446022346241
P0AG30	Escherichia coli (strain K12)	23.637325351374	23.2463955841079	24.1202068638856	22.5310768052431	21.1950236998589	22.6629256191058
P31455	Escherichia coli (strain K12)	22.025061138699	22.8077220337362	21.985687702045	20.00579996351	19.5031191834612	19.9172147190414
G3XAN4;B4E0K2;Q15629	Homo sapiens	22.430457656301	22.9309372521331	22.6038128558515	21.7815678287903	21.5273586398548	21.293954292564
P55769;B1AHD1	Homo sapiens	27.5074859304423	27.9004081300234	23.9889321905551	27.1571134393275	27.3016456437084	27.1382899267551
P27302	Escherichia coli (strain K12)	26.9262614239098	26.9109080150024	27.6193991242964	23.9368787226982	24.631786317307	25.4541579466218
Q47146	Escherichia coli (strain K12)	24.68768451078	25.1451880319925	25.4602648996799	21.7674522313868	23.2371451764139	22.283281693841
Q92900-2;Q92900	Homo sapiens	23.9724609999711	23.4498519070943	21.8973713203646	21.0254667319097	23.2354954058049	22.9967789554969
P0A853	Escherichia coli (strain K12)	30.0659948895451	29.5171883984836	30.2260744493881	27.6673614973095	28.3126788634232	27.6052663162356
P68767	Escherichia coli (strain K12)	24.9219789137529	25.1694381701917	25.4478989561501	22.3217684861587	23.9648153530721	23.8261923437867
P76142	Escherichia coli (strain K12)	24.8248336910177	24.2181540525881	26.2365358570001	22.9790546097125	22.1012691340813	23.5830221494082
Q92616	Homo sapiens	24.3797427053013	24.2737677171953	25.1329279787031	24.2115597952281	24.9482877302398	24.7170144983402
P10384	Escherichia coli (strain K12)	23.8818503355614	23.4258561620597	22.3447022589172	21.7724547303189	20.6264933234441	22.2645055976342
P0ABJ9	Escherichia coli (strain K12)	29.844487836676	29.767792542441	30.5451738873876	27.8651412075852	28.5172071748961	28.2392247746307
O76003	Homo sapiens	25.4889480234963	25.8375211082547	25.0781830643828	25.245576206771	25.2240926714327	24.9541583183643
Q5PRF9	Homo sapiens	19.839320677491	20.0866701274499	19.9585810343868	20.0023700369244	19.1576084554041	16.6350945708646
P09152	Escherichia coli (strain K12)	26.3175862292387	25.9066484237117	26.9444724025548	24.1050958074467	24.8133799954599	24.1632313727647
P00363	Escherichia coli (strain K12)	26.2423994427251	26.5522869275567	26.4610459761344	23.4763012252568	24.8316141958355	23.7969925476373
O75531	Homo sapiens	22.2628151686243	23.0465518565911	22.3455416884719	20.5639298589207	20.7256724678839	21.3065801894143
P33136	Escherichia coli (strain K12)	26.7897982835354	26.4630747980703	26.4499778131938	24.0859411458568	24.1709666108907	24.0851307340611
P0AGI8	Escherichia coli (strain K12)	23.2576744250006	23.5119552869294	22.352670656873	19.9533325436158	20.2705919026969	20.1914737446775
P49773	Homo sapiens	22.8188988681024	19.5741315248868	20.4908156297861	19.0446555926772	22.0571535514577	22.523750496542
P0A9P0	Escherichia coli (strain K12)	24.8601283964864	24.7666841845824	25.3683966881687	23.0047718414809	24.2157125054863	23.8198734645327
P52643	Escherichia coli (strain K12)	23.1831816332016	25.0703011390444	24.0620876523515	22.5002087647434	22.0810555738808	22.9525151828377
P12004	Homo sapiens	23.1480079131908	24.1432816862151	23.7922334640858	23.7097771457223	23.1351143021957	23.0972554463541
P06987	Escherichia coli (strain K12)	24.1878999347977	23.688485103672	22.840150934803	16.0769199548968	19.8135776717027	19.996451420909
P0AET8	Escherichia coli (strain K12)	27.2187268475837	27.0023872068575	26.7384081511224	24.8228419238295	25.0005832472394	25.0151649031218
P33018	Escherichia coli (strain K12)	21.4602398982495	22.9119412447954	21.65136532606	16.562376597208	16.9985463584759	18.1066651686143
Q8NFH5;B4DYB4;B4DP57	Homo sapiens	23.2422286069922	23.2154459047552	22.3687963082371	23.032630287737	23.1559639152757	23.345839433207
H3BV90;Q6FI81-3;Q6FI81;Q6FI81-2	Homo sapiens	19.8028760348054	21.5750553818861	19.8479076256875	17.1979653423487	19.416974786418	19.9197187919539
P0ABZ4	Escherichia coli (strain K12)	21.2876560231737	21.8991429930605	21.1009163773037	20.1816812490165	20.1785238343671	20.49726322128
P14618;P14618-3;E9PF79	Homo sapiens	25.6246094072139	25.8163374156199	25.3858760892644	25.6281466891673	25.9133755669852	26.6042767649464
P11387	Homo sapiens	26.8312275957016	26.0268389880939	26.9771644338924	26.2937754245495	27.3044336294368	27.4459275762133
P76658	Escherichia coli (strain K12)	25.0800146448531	24.70017637544	24.3170686333372	19.7397641315286	21.1165470290175	21.360943506333
P0A715	Escherichia coli (strain K12)	21.9132385914293	22.9232672693347	21.2955245730356	21.3480840736717	22.9376511155221	22.2148681007723
P00805	Escherichia coli (strain K12)	24.1049358988851	22.9572707006603	22.1274515664474	19.3437539284809	20.6566552939544	22.1322926185407
P0CE48;P0CE47	Escherichia coli (strain K12)	29.2962723089066	29.1156752616928	29.7581170566151	26.5997444382943	27.9168982159602	28.8257193866685
P0ACI0	Escherichia coli (strain K12)	22.109964523721	23.170447122716	21.1642907160866	19.0762936945596	19.591767031162	19.7734129063773
P27824;B4E2T8	Homo sapiens	23.6568734708986	22.5466787793617	21.5825628386622	24.7019219231918	25.3682967658535	24.6555093233652
P00864	Escherichia coli (strain K12)	25.0621288363209	25.2788798856895	24.6364958507814	22.6192787722437	23.1132913297072	23.819581154727
Q92900-2;Q92900	Homo sapiens	21.2087797057187	21.085762894317	20.0913269073805	20.3611041956024	20.3825818122681	20.4204948368483
P13010	Homo sapiens	23.7603016884751	23.8842748769544	22.9823836728081	24.0903095204071	24.3176207290305	24.9088942919397
P0A8A0	Escherichia coli (strain K12)	23.6986936465932	24.4202763703321	24.5745011386827	23.1369610823139	22.9505765424654	23.2771068793942
Q92616	Homo sapiens	22.2267919999234	20.6573533440664	22.134707066515	21.3384317273007	22.2714185722088	22.129245278544
Q06210-2;Q06210	Homo sapiens	21.4126091254424	20.9423484080774	21.4247547409873	19.177477936056	19.6458272772847	20.8612080950451
Q6P9B9	Homo sapiens	20.6543842956612	21.6464514799757	19.9196606070359	20.8579475945241	21.330739663144	21.5185014071773
P06610	Escherichia coli (strain K12)	25.8858812213942	25.9881087468277	26.1145786060864	22.9959686027807	24.1915189260846	24.3429270176381
P17169	Escherichia coli (strain K12)	23.6829251662988	24.3338132245783	21.3806808888736	21.6820464477685	22.2582497196114	22.1181008202726
P0ABU2	Escherichia coli (strain K12)	24.1332808357024	24.1487217192102	23.4954588464267	21.3635123893785	21.2851741606623	22.37877745748
Q96I24	Homo sapiens	20.0685473812877	20.6840602782116	19.5282747700363	20.0801773395294	20.9149544124983	21.4258817665009
P39406	Escherichia coli (strain K12)	21.6352451685731	21.9387999582184	19.6443140037371	18.4517343159314	19.417963738115	19.9324339267674
Q4G0J3;D6RFF0	Homo sapiens	19.9643747144074	20.8597683173288	19.1591864379348	20.2318680429898	20.0209311221519	20.6836320390084
P61160;E9PF41	Homo sapiens	21.3923111331138	23.0629769646352	24.2974010585072	23.7828678694655	23.8819436625363	24.0805026738505
P78549;H3BPD5	Homo sapiens	20.8438351973906	20.5408507492407	22.2065458087673	23.1356779772785	23.3543397886446	23.4607648373236
P0A7M9	Escherichia coli (strain K12)	26.2047114286323	26.2309414577237	25.633367109986	25.1150550837836	23.8706070389563	24.5770973154511
P07014	Escherichia coli (strain K12)	25.294143658058	25.651764936525	24.8768953465888	23.4868939283134	23.6857078133828	23.9789324561168
P76268	Escherichia coli (strain K12)	20.8822609290998	21.2565519402487	19.2494745999028	20.4888561116025	21.6141868097425	21.071758249781
Q16543	Homo sapiens	22.8478350044688	22.9443875027876	22.0180466473539	23.5140041420163	23.7794652852446	22.9957098837296
P31949	Homo sapiens	24.5100242911037	24.5407916405634	23.2609792405427	22.9730919315085	23.756030950107	23.6060292208844
P23368-2;P23368	Homo sapiens	20.5865539526615	20.4735789248608	19.8837828381484	21.1676631479621	21.3751221795659	21.843720206487
Q9UNX4	Homo sapiens	18.3785234767785	18.8688828265374	16.8474489039824	18.4769043855131	19.145693374677	18.8289174350144
Q86X55-1;Q86X55	Homo sapiens	22.5254481647814	22.6347800367153	21.8563145768113	23.1435775294377	22.8295446785869	22.9653967901122
P31327;H0YGP4;P31327-2	Homo sapiens	25.3145470122673	21.9232491314673	25.8407416256092	23.4786481760528	25.3535660361995	26.5513337000982
Q9NW13;E9PDD9	Homo sapiens	18.8331865903896	21.7059023274952	18.5789107120312	22.4332624725697	22.8859882474571	22.7114165959663
Q9UPU5	Homo sapiens	18.9563704848404	19.8491454462346	18.0295029248143	18.8186882687821	19.1319473673082	20.2396964135029
H0YJ40;G3V4X6;Q9GZT3;G3V2S9;H0YJW7	Homo sapiens	22.5298146568638	18.7248402238223	20.133954944659	23.7012345352651	24.4638231809381	24.6335056934122
P14678-2;P63162;P14678;B3KVR1;E7ENP4;P14678-3	Homo sapiens	23.2035170827962	22.7005150710331	23.0229468285536	18.7612070866109	22.3945631759997	23.3658631872841
P76403	Escherichia coli (strain K12)	20.7452574251038	21.7096930211098	19.6850704190287	18.4203714715876	19.0363346186405	19.3962786529691
P37685	Escherichia coli (strain K12)	23.8176309076698	17.5811564387365	23.8842748769544	23.4741980807181	24.9234758384214	24.2548665738963
P37685	Escherichia coli (strain K12)	27.3807997699937	27.4843913412145	27.5288017584103	22.7532175654486	23.2585372809121	23.3578333240263
O43172-2;O43172	Homo sapiens	21.9827666321957	23.0166022443984	24.3803373994892	24.1957296406123	24.0402602853966	23.7805669997242
P10809	Homo sapiens	24.9909238469406	24.471533823191	24.6357212196907	24.4955808347615	25.5657552239011	25.0770014792118
Q8NFQ8	Homo sapiens	21.4644839297056	22.3509186846507	18.8740568009535	16.0133444846878	17.8609657067648	19.9896772187253
P04083	Homo sapiens	22.1065821087784	22.4193378731886	24.0886931457594	23.7329341969469	24.0965961344436	23.8147005849815
Q14008;Q14008-3;Q14008-2	Homo sapiens	20.676504636137	21.5549204253965	20.550089157313	21.9809902356583	22.1678774907007	22.7538296376836
O60216	Homo sapiens	20.7126344677601	19.5523801633783	19.403869168208	21.5727446291724	22.5159538765826	21.0159050150475
Q8WYP5;Q8WYP5-3;Q8WYP5-2	Homo sapiens	21.2173850411288	21.2342093207527	20.0842063089753	21.5304101474575	21.7534828286334	21.7324374153847
P0A8E1	Escherichia coli (strain K12)	24.2724868395963	24.6111612650242	23.9616397466862	23.2106535097276	23.1521461759151	23.4969220261068
Q6P2Q9	Homo sapiens	27.1165430631236	27.1925351338437	25.659162338969	25.3893926550325	25.956641671951	26.894348923129
P13639;B4DPU3	Homo sapiens	27.9213320339965	27.771150306611	28.0718871086812	27.142678133649	27.2728427530163	28.2479858777437
P0ABB0	Escherichia coli (strain K12)	27.2007887751043	27.229493621828	27.1713102870048	24.375639248432	24.9514928302326	25.7947141123136
Q9C0C9	Homo sapiens	20.5360194996367	21.3772952726742	19.2983803424513	20.7870799458986	20.9672628527063	21.5020315003502
O00148	Homo sapiens	24.6212591056559	23.9510925819179	24.9696096063357	21.3020676725265	22.8905225736512	23.4319882320338
Q92616	Homo sapiens	22.4703301968061	23.6606862360906	25.0540756420099	24.0924081036944	24.4506701003993	24.4620763499724
E7EPB3;B7Z6S8;P50914	Homo sapiens	25.1309268239093	25.3719560662496	24.5061545284057	24.2804383308425	25.8278404181316	25.9364294669288
P0A991	Escherichia coli (strain K12)	26.5556402119315	26.4099256423808	26.967522325882	23.1354431394246	25.9120052258478	25.5959660742565
Q00610-2;Q00610	Homo sapiens	24.8571408109804	23.7646610527954	20.5525302662556	24.8754430239323	25.4762703188623	25.4432896020318
Q9BY77;Q9BY77-2	Homo sapiens	20.4876791219056	24.4425937633122	24.5725364797741	24.1529043449364	24.9116395816093	24.3339496754476
P62306	Homo sapiens	28.0823313136796	27.3021688015919	28.0367437615897	26.8290510375203	27.1371174804972	27.9334833774044
P75874	Escherichia coli (strain K12)	24.8504794982085	22.281698023736	24.8620220701073	23.1693311186762	24.1845745322148	24.1700497407989
P13029	Escherichia coli (strain K12)	27.1359440806433	26.2227853236185	26.745093258622	21.8747022450149	26.4800822590047	24.020558161892
O60841	Homo sapiens	25.2506445240894	25.7795654758791	24.8063655352228	25.2262260743091	25.2988347841394	25.6262259348713
P62280	Homo sapiens	24.109805153929	24.9202532560963	22.8312855923265	24.344079140574	24.4602023952914	24.7389750152846
Q8N726	Homo sapiens	18.6734195042074	17.4021626985773	19.4220976260173	17.5432886444924	17.2497986294001	18.9716614237149
O94906-2;O94906	Homo sapiens	26.2527029636514	26.3659299153913	25.3908690279049	24.700970068061	25.3271112731057	25.1706992506335
Q9NS86	Homo sapiens	21.1047599789934	21.8587065082927	20.9388358448156	21.8490385160034	21.3085256838019	21.5483496958717
H0YN26;F2Z3H3;P39687	Homo sapiens	25.8859742879861	26.4093915836017	25.9097641990058	26.0024515922866	25.7784128632836	26.4050145698723
P49327	Homo sapiens	20.3429948150506	20.455933193204	19.9889841817514	23.0238944226515	22.1174668218704	22.1152773861996
Q14498-2;Q14498;Q14498-3;E1P5S2	Homo sapiens	27.3062603214211	27.5836964970624	27.3486615711413	25.7474769682029	26.4908615240884	26.9687311194516
P0AAC0	Escherichia coli (strain K12)	25.1461596877902	25.6766983139196	24.4489072609417	23.1069813911499	23.2218307640969	23.5639531265068
P04335	Escherichia coli (strain K12)	20.8869557749267	21.660011565938	20.4950196029948	18.807820281187	18.9281597850783	19.4723894002303
Q96TA1-2;Q96TA1	Homo sapiens	22.0470013954445	22.1005635342517	22.0344618122692	19.4295742855396	20.2952442911314	21.6355108908923
Q9NP92	Homo sapiens	18.3059904645738	19.7097771457223	19.734431785781	19.5429676070517	21.000927032548	21.3345635447034
Q9BRJ7	Homo sapiens	20.0728705569494	20.9986565341253	19.0325193133941	20.6028619418057	20.3499204571097	21.1397112166619
Q06210-2;Q06210	Homo sapiens	21.4402507487947	21.1986848312046	19.9474942593144	20.7576797329873	21.6071135464078	22.4781543983323
P0A879	Escherichia coli (strain K12)	22.8570553604201	23.0007035814162	21.7091040114323	20.4459686083608	21.0722817952768	21.4082094779937
O75691	Homo sapiens	21.4273660471173	21.8153066731219	22.9110086274106	23.1373051359398	23.1573216443544	23.3405520987549
P0AC38	Escherichia coli (strain K12)	23.706724490088	23.1900874940355	23.1791467564166	19.8679784856058	21.7098612654296	22.5686223096925
P21333-2;P21333;Q5HY54;A6NDY9	Homo sapiens	21.1845896650357	21.7105340465743	19.3965713355271	20.6861140587934	20.9830102807068	21.7306973315566
O14579-2;F5H1E1;O14579	Homo sapiens	21.4865011712046	21.5713563989204	20.6320970659669	21.6423584756348	22.0303586578112	22.5459486168804
P25205	Homo sapiens	24.6054076253146	24.9061896533828	24.4641348925917	24.256883020146	24.8021798823687	25.2276955506816
P33992;B1AHB1	Homo sapiens	25.2464100821713	25.4069129064668	24.6022956238236	25.1187028607987	25.2244975248213	25.6684980956635
P41250	Homo sapiens	25.4769809984783	24.9661364621424	25.3881447624947	24.8781122973492	26.0915811420602	25.6483948883683
P06999	Escherichia coli (strain K12)	26.8456546663369	25.7600986064026	27.1058950844981	25.266458583878	26.3544574972109	25.7492685638927
P39298	Escherichia coli (strain K12)	21.6338714897081	21.7381813430777	21.1370236436218	18.5732995474589	19.207719780554	19.5567081112291
Q92598-2;Q92598;Q92598-3;E7EUG1	Homo sapiens	22.0556319653513	22.0579137431371	20.0432676415216	22.604491696638	23.1517746824044	23.2765390568774
P00509	Escherichia coli (strain K12)	25.3170686333372	25.0973599437481	25.6757834957948	22.2155495886715	24.1155314041668	24.1933250230803
P49736;F5H3V0;F5H1E9;H0Y8E6	Homo sapiens	24.947975743174	25.086022162004	24.0674317346929	24.3655295004454	24.6200287097487	25.3470568403739
P0AEB7	Escherichia coli (strain K12)	21.905290040129	21.7203377909817	20.8414568541007	19.6067341251712	19.3161268226963	20.3378875399604
P09551	Escherichia coli (strain K12)	26.765344177	26.7600224432547	27.3609334626593	23.8581373603962	25.3603139676429	25.5752516253058
P0A6A3	Escherichia coli (strain K12)	26.9289738948209	26.4632931165118	27.073164847708	23.4567604769326	26.1653416141485	25.0983241778474
P06720	Escherichia coli (strain K12)	23.3046599167936	21.2795743101058	22.5536789741917	18.5988884974625	24.2566671070917	23.5685991172892
P0A796	Escherichia coli (strain K12)	24.6848521857851	24.6741676944153	25.5252211277221	21.5559502531787	23.3488135057463	23.0686129806984
Q96I25	Homo sapiens	22.3250946015525	22.5854769810671	21.4395914860618	22.2691369545884	23.0585249111211	23.5733457810163
O14732-2;O14732	Homo sapiens	21.2591409731399	20.6350236959147	22.3692490772061	22.4202378139831	23.0968052171854	23.2591122316184
P25665	Escherichia coli (strain K12)	21.828731532683	22.9428495054247	21.7188756493334	20.7333894298203	21.0357710187066	21.7739440575305
P25665	Escherichia coli (strain K12)	24.3011048478536	23.7251523716092	24.1295911769414	19.6112265667908	20.9568809123702	21.5750553818861
Q86W42;Q86W42-2	Homo sapiens	23.9487778593564	19.7083632007797	21.8223265314658	23.4706032722949	24.3550795115709	24.8339798637964
Q01518;Q01518-2;F5H6Z3	Homo sapiens	22.2462360957937	22.5107487174513	20.7941588177043	22.4773392954343	22.3679969573767	22.7979820504476
O94925-3;O94925	Homo sapiens	21.0866701274499	21.3925731792576	20.1925577081102	19.5241475951293	20.0527166257995	21.2144234786467
P31678	Escherichia coli (strain K12)	23.0808441959477	23.5788830788713	22.4947022884369	18.5288661284117	17.9607033733772	17.3813570597412
O43172-2;O43172	Homo sapiens	24.4657547084143	25.1361788369762	23.8207500387617	24.9683795748631	24.9062355369812	24.9298994880595
P37095	Escherichia coli (strain K12)	24.8379781864182	25.0917223641925	24.5481027104036	22.6995834667536	22.4864520690471	23.0084696568814
Q9BQA1;B4DP38	Homo sapiens	22.3565443881932	22.7270861819029	22.0223542660237	20.9072721173319	21.683760524117	22.2360504064855
Q13724;F5H6D0	Homo sapiens	20.9876664936042	21.1092950522562	20.3219060809401	21.1231943839242	21.3684233329507	21.4527198389621
Q9Y3C8	Homo sapiens	18.256448282229	23.5365887223866	21.570522819122	23.5370629031767	23.2654216126912	23.6127929231037
Q5SRD1	Homo sapiens	22.3375337080821	21.7256308670811	19.5439116309566	22.3717500614161	22.991788927641	22.7785031009686
Q14008;Q14008-3;Q14008-2	Homo sapiens	24.7606570133291	24.7850652730265	24.4476467698031	24.2354223635022	24.5584165090394	24.5697582809711
P07813	Escherichia coli (strain K12)	27.8129272931234	26.7205152359013	27.9087912418849	25.2659580701551	25.7585491648611	26.132202390398
P21362	Escherichia coli (strain K12)	25.4775060584962	25.9026752251631	26.3235768100378	23.1262545182204	23.8088220232008	24.229273570216
P0A7V0	Escherichia coli (strain K12)	28.4471501490696	28.0678419991748	28.7707093562621	27.3608497626598	28.6106615523739	28.1035459469103
P0A6A3	Escherichia coli (strain K12)	28.9270813538935	29.3115966527049	29.4495528360626	26.4585606858184	27.5369740061493	27.8626015108305
Q14204	Homo sapiens	23.4635114019208	23.6294535663958	23.9062814191203	22.3961584268577	23.6573097258281	23.4069129064668
P23830	Escherichia coli (strain K12)	23.5785376197067	24.3272483592937	23.8362453348328	18.1476819277705	19.7250899474546	20.9316407022729
P28904	Escherichia coli (strain K12)	23.5167714991836	24.5143654028272	25.2028074718528	19.9774308672329	22.459139406157	21.7807271790389
P0A991	Escherichia coli (strain K12)	27.8067957226677	27.5806810091667	28.1549911192591	24.4513620555653	26.2881877988402	26.2732875213526
Q9BR76	Homo sapiens	23.5368258322632	23.1713026506472	22.3334720409321	22.2314872262172	23.3275910177854	23.5432131126978
P31663	Escherichia coli (strain K12)	23.2243061537421	23.9610214551111	22.6630776841141	17.3635872465246	19.2439549342933	18.6896158511574
P10121	Escherichia coli (strain K12)	24.4709135226221	24.5622652531449	25.4639790451835	19.5569325853295	22.2807922882624	21.9396251241952
P39325	Escherichia coli (strain K12)	28.59669126459	27.7341495553964	28.9362946629132	26.3755729679073	26.9315685693242	27.228668255161
P0A9M8	Escherichia coli (strain K12)	25.1228153590404	24.8461809267413	25.6654109572793	23.7942183237796	24.5700479264259	24.8826434224767
P0A9M8	Escherichia coli (strain K12)	23.4729595031687	24.1869182270192	24.4061344038626	20.4922835237987	21.0562275597437	21.4070685565891
P0A7J3	Escherichia coli (strain K12)	29.690674456669	29.9976577597819	30.1783091678173	26.91558820241	27.675527781128	27.4328484678312
P0ABI8	Escherichia coli (strain K12)	25.2319485875045	25.2225089717279	26.2428900286342	22.1397112166619	23.9298543509444	23.5742701411574
P0A6P1	Escherichia coli (strain K12)	28.9839735945289	28.9333708119582	28.7897050189038	26.4658169727176	27.2720418243113	27.0994884348761
P0A6J8	Escherichia coli (strain K12)	25.866698251098	26.3834555285038	26.4225878676209	23.4023657077425	24.28256077391	23.9868510048254
P06996	Escherichia coli (strain K12)	21.1989245811081	22.582103381639	20.6850875339656	18.8807075239279	18.981701056769	19.3763840321383
